time (m),loss,train accuracy,val accuracy
1.0008540113766988,887.9911594458372,0.6078125238418579,0.637499988079071
1.9451623797416686,795.4950286724088,0.67578125,0.637499988079071
2.90814129114151,796.966795534303,0.682812511920929,0.65625
3.8283989151318867,758.1709266123362,0.6953125,0.668749988079071
4.674948910872142,723.6384155219421,0.73046875,0.699999988079071
5.627293507258098,716.4896501897601,0.7281250357627869,0.699999988079071
6.585140331586202,686.4891707673669,0.746874988079071,0.637499988079071
7.528414483865102,682.9562645563856,0.742968738079071,0.7125000357627869
8.458257190386455,662.4842420560308,0.7679687738418579,0.731249988079071
9.386077956358593,631.0931984804338,0.766406238079071,0.699999988079071
10.317894089221955,599.1313812048757,0.78515625,0.6875
11.234903891881308,551.3951430101836,0.796093761920929,0.6937500238418579
12.14437203804652,507.9770776081322,0.8296875357627869,0.675000011920929
13.104606095949809,437.8384833856828,0.856249988079071,0.668749988079071
14.026568512121836,395.93317876453114,0.87890625,0.675000011920929
14.945255772272747,353.24078770408147,0.891406238079071,0.6187500357627869
15.883941197395325,328.65742081451646,0.9007812738418579,0.612500011920929
16.84957696199417,283.10194473246685,0.9156250357627869,0.65625
17.80249614318212,251.28501946890844,0.9195312857627869,0.6312500238418579
18.742570821444193,234.23396155438616,0.9429687857627869,0.625
