time (m),loss,train accuracy,val accuracy
16.619626688957215,1050.022201847285,0.6944898962974548,0.7885117530822754
31.34843407869339,734.6151830754243,0.8237861394882202,0.7963446378707886
45.933041620254514,616.9105404870352,0.8554282784461975,0.8563968539237976
60.3049836397171,567.3442142232088,0.8696126341819763,0.8459529876708984
74.5271094997724,561.7012854247587,0.8728860020637512,0.8563968539237976
88.67409513791402,544.585241466295,0.8767048716545105,0.8642297387123108
103.30503236055374,496.47352668165695,0.88707035779953,0.8355091214179993
117.81381283203761,467.949934425269,0.8996180891990662,0.8825065493583679
131.81502103010814,465.8608424622216,0.8968903422355652,0.87467360496521
145.19669936895372,465.4944785884436,0.8957992196083069,0.8381201028823853
158.426442416509,437.3742589314206,0.905619204044342,0.8720626831054688
168.95006073713301,427.6958790745557,0.9034369587898254,0.8485639691352844
