time (m),loss,train accuracy,val accuracy
42.02781854073206,914.8587704664096,0.758865237236023,0.8041775226593018
77.46768588622412,618.473636868177,0.8663393259048462,0.8381201028823853
113.21634587049485,499.94766497646924,0.8897981643676758,0.8642297387123108
147.67914586464565,421.3873023031556,0.9072558879852295,0.8668407201766968
182.0167072057724,311.22899841339677,0.9448990821838379,0.8616188168525696
215.62998410860698,239.04211964621777,0.9623568058013916,0.8485639691352844
250.0593595544497,172.37970150179353,0.9781778454780579,0.8877284526824951
283.9692273855209,125.37650171131048,0.9863611459732056,0.8929504156112671
319.0679521560669,78.29636134474079,0.9918166995048523,0.8903394341468811
351.9384660164515,53.64237916355721,0.9945444464683533,0.8955613374710083
385.28938232660295,36.13229669164011,0.997272253036499,0.8798955678939819
416.026919178168,19.481217676869164,1.0,0.9033942818641663
