time (m),loss,train accuracy,val accuracy
8.435390222072602,1111.1477063293569,0.6672122478485107,0.7963446378707886
22.11506270170212,773.8885272365296,0.8057828545570374,0.8511749505996704
34.108342337608335,725.029765047715,0.8276050090789795,0.877284586429596
45.53031731446584,670.6120384478127,0.8434260487556458,0.9007833003997803
56.85946371555328,633.205410825205,0.8423349857330322,0.8929504156112671
68.14937167167663,598.8106391307665,0.8625204563140869,0.8825065493583679
79.39116363128026,578.8015011588286,0.8663393259048462,0.9060052037239075
90.5982575416565,547.5622684713453,0.8679760098457336,0.8120104670524597
101.57575288613637,550.5815412304073,0.8816148638725281,0.8981723189353943
113.1027408281962,524.5894646540401,0.8783414959907532,0.9007833003997803
124.48201543092728,504.9520520560909,0.8821603655815125,0.9060052037239075
135.78585773309072,439.45370430041294,0.9001636505126953,0.9138381481170654
