time (m),loss,train accuracy,val accuracy
0.8012831528981527,872.6292962729931,0.58203125,0.625
1.599966561794281,807.2280475348234,0.6617187857627869,0.65625
2.3986164848009746,776.5850683897734,0.6742187738418579,0.637499988079071
3.2190831661224366,769.7337479218841,0.671093761920929,0.65625
4.025938498973846,763.7575925737619,0.682812511920929,0.6625000238418579
4.825638500849406,760.8587202504277,0.678906261920929,0.6500000357627869
5.623605195681254,754.1745870187879,0.690625011920929,0.675000011920929
6.42423853079478,752.7726954594254,0.688281238079071,0.6812500357627869
7.2226718465487165,747.382739290595,0.6953125,0.65625
8.050952816009522,745.6471413001418,0.690625011920929,0.668749988079071
8.892148478825886,741.4483902454376,0.698437511920929,0.675000011920929
9.759184018770855,737.3415517136455,0.7054687738418579,0.675000011920929
10.58865703344345,733.3926406949759,0.7054687738418579,0.6625000238418579
11.41786069869995,731.325309112668,0.710156261920929,0.6812500357627869
12.241904612382253,728.1842731051147,0.7109375,0.6812500357627869
13.143362088998158,722.9914617575705,0.723437488079071,0.6812500357627869
14.015647164980571,719.157097723335,0.7171875238418579,0.6812500357627869
14.87436201175054,715.7045067064464,0.727343738079071,0.6937500238418579
15.723207807540893,710.6618878617883,0.723437488079071,0.6625000238418579
16.674248882134755,707.2179018929601,0.7289062738418579,0.6812500357627869
